title,author,publisher,description,new_this_week,weeks_on_list,isbn,image_url,scrape_date
RED-HANDED,Peter Schweizer,Harper,The author of “Profiles in Corruption” portrays a conspiracy of how the Chinese government might infiltrate American institutions.,True,5.0,0063061147,https://storage.googleapis.com/du-prd/books/images/9780063061149.jpg,2022-03-08
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,79.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-03-08
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,15.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-03-08
GREENLIGHTS,Matthew McConaughey,Crown,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.,True,58.0,0593139135,https://storage.googleapis.com/du-prd/books/images/9780593139134.jpg,2022-03-08
THE SPLENDID AND THE VILE,Erik Larson,Crown,An examination of the leadership of the prime minister Winston Churchill.,True,35.0,0385348711,https://storage.googleapis.com/du-prd/books/images/9780385348713.jpg,2022-03-08
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,130.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2022-03-08
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,22.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-03-08
FROM STRENGTH TO STRENGTH,Arthur C. Brooks,Portfolio,A columnist for The Atlantic espouses ways to shift priorities and habits to overcome waning abilities in later life.,True,2.0,059319148X,https://storage.googleapis.com/du-prd/books/images/9780593191484.jpg,2022-03-08
WILL,Will Smith with Mark Manson,Penguin Press,"The actor, producer and musician tells his life story and lessons he learned along the way.",True,16.0,1984877925,https://storage.googleapis.com/du-prd/books/images/9781984877925.jpg,2022-03-08
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,11.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-03-08
THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,Harper,Twenty-five young inmates of the Auschwitz-Birkenau concentration camp made garments for elite Nazi women.,True,4.0,0063030934,https://storage.googleapis.com/du-prd/books/images/9780063030930.jpg,2022-03-08
THE NINETIES,Chuck Klosterman,Penguin Press,An overview of the cultural and historical impact of the 1990s.,True,3.0,0735217955,https://storage.googleapis.com/du-prd/books/images/9780735217959.jpg,2022-03-08
THE STORYTELLER,Dave Grohl,Dey Street,A memoir by the musician known for his work with Foo Fighters and Nirvana.,True,19.0,0063076098,https://storage.googleapis.com/du-prd/books/images/9780063076099.jpg,2022-03-08
HOW TO BE PERFECT,Michael Schur,Simon & Schuster,The creator of “The Good Place” incorporates works by various philosophers to examine ethical questions and moral issues.,True,5.0,1982159316,https://storage.googleapis.com/du-prd/books/images/9781982159313.jpg,2022-03-08
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,True,31.0,1571313567,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,2022-03-08
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,80.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-03-15
RED-HANDED,Peter Schweizer,Harper,The author of “Profiles in Corruption” portrays a conspiracy of how the Chinese government might infiltrate American institutions.,True,6.0,0063061147,https://storage.googleapis.com/du-prd/books/images/9780063061149.jpg,2022-03-15
COMEDY COMEDY COMEDY DRAMA,Bob Odenkirk,Random House,"The actor and writer, known for his work in sketch comedy and dramatic roles, charts his path.",True,,0399180516,https://storage.googleapis.com/du-prd/books/images/9780399180514.jpg,2022-03-15
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,16.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-03-15
THE BEAUTY OF DUSK,Frank Bruni,Avid Reader,A New York Times columnist describes his medical journey and shifting priorities after a rare stroke affected his vision.,True,,1982108576,https://storage.googleapis.com/du-prd/books/images/9781982108571.jpg,2022-03-15
FROM STRENGTH TO STRENGTH,Arthur C. Brooks,Portfolio,A columnist for The Atlantic espouses ways to shift priorities and habits to overcome waning abilities in later life.,True,3.0,059319148X,https://storage.googleapis.com/du-prd/books/images/9780593191484.jpg,2022-03-15
BLACK OPS,Ric Prado,St. Martin's,The Cuban refugee and retired C.I.A. officer depicts his career fighting what he describes as shadow wars for the United States.,True,,1250271843,https://storage.googleapis.com/du-prd/books/images/9781250271846.jpg,2022-03-15
THE SPLENDID AND THE VILE,Erik Larson,Crown,An examination of the leadership of the prime minister Winston Churchill.,True,36.0,0385348711,https://storage.googleapis.com/du-prd/books/images/9780385348713.jpg,2022-03-15
THE INVISIBLE KINGDOM,Meghan O'Rourke,Riverhead,An examination of the rise of chronic illnesses and autoimmune diseases.,True,,1594633797,https://storage.googleapis.com/du-prd/books/images/9781594633799.jpg,2022-03-15
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,131.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2022-03-15
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,23.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-03-15
ALLOW ME TO RETORT,Elie Mystal,New Press,The Nation’s legal analyst and justice correspondent posits ways to protect the rights of women and people of color.,True,,1620976811,https://storage.googleapis.com/du-prd/books/images/9781620976814.jpg,2022-03-15
I WAS BETTER LAST NIGHT,Harvey Fierstein,Knopf,A memoir by the four-time Tony Award–winning actor and playwright.,True,,0593320522,https://storage.googleapis.com/du-prd/books/images/9780593320525.jpg,2022-03-15
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,12.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-03-15
THE NINETIES,Chuck Klosterman,Penguin Press,An overview of the cultural and historical impact of the 1990s.,True,4.0,0735217955,https://storage.googleapis.com/du-prd/books/images/9780735217959.jpg,2022-03-15
ONE DAMN THING AFTER ANOTHER,William P. Barr,Morrow,The former attorney general for George H.W. Bush and Donald Trump gives his account of those two tenures.,True,,0063158604,https://storage.googleapis.com/du-prd/books/images/9780063158603.jpg,2022-03-22
IN LOVE,Amy Bloom,Random House,"After her husband’s Alzheimer’s diagnosis, the author travels with him to Dignitas, a prominent Swiss right-to-die organization.",True,,0593243943,https://storage.googleapis.com/du-prd/books/images/9780593243947.jpg,2022-03-22
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,81.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-03-22
ALLOW ME TO RETORT,Elie Mystal,New Press,The Nation’s legal analyst and justice correspondent posits ways to protect the rights of women and people of color.,True,2.0,1620976811,https://storage.googleapis.com/du-prd/books/images/9781620976814.jpg,2022-03-22
FROM STRENGTH TO STRENGTH,Arthur C. Brooks,Portfolio,A columnist for The Atlantic espouses ways to shift priorities and habits to overcome waning abilities in later life.,True,4.0,059319148X,https://storage.googleapis.com/du-prd/books/images/9780593191484.jpg,2022-03-22
HOW DO I UN-REMEMBER THIS?,Danny Pellegrino,Sourcebooks,The pop culture podcast host recounts growing up as a closeted gay kid in Ohio during the 1990s.,True,,1728247985,https://storage.googleapis.com/du-prd/books/images/9781728247984.jpg,2022-03-22
RED-HANDED,Peter Schweizer,Harper,The author of “Profiles in Corruption” portrays a conspiracy of how the Chinese government might infiltrate American institutions.,True,7.0,0063061147,https://storage.googleapis.com/du-prd/books/images/9780063061149.jpg,2022-03-22
ALL ABOUT LOVE,bell hooks,Morrow,The late feminist icon explores the causes of a polarized society and the meaning of love.,True,13.0,0060959479,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,2022-03-22
THE SPLENDID AND THE VILE,Erik Larson,Crown,An examination of the leadership of the prime minister Winston Churchill.,True,37.0,0385348711,https://storage.googleapis.com/du-prd/books/images/9780385348713.jpg,2022-03-22
THE 1619 PROJECT,"edited Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",One World,"Viewing America’s entanglement with slavery and its legacy, in essays adapted and expanded from The New York Times Magazine.",True,17.0,0593230574,https://storage.googleapis.com/du-prd/books/images/9780593230572.jpg,2022-03-22
ENDURANCE,Alfred Lansing,Basic,"In 1914, the British explorer Ernest Shackleton and his crew set sail for Antarctica, but their ship became locked in an island of ice.",True,,0465062881,https://storage.googleapis.com/du-prd/books/images/9780465062881.jpg,2022-03-22
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,24.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-03-22
MADHOUSE AT THE END OF THE EARTH,Julian Sancton,Crown,"The troubles that beset an expedition to Antarctica, led by the Belgian commandant Adrien de Gerlache, in 1897.",True,,1984824341,https://storage.googleapis.com/du-prd/books/images/9781984824349.jpg,2022-03-22
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,132.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2022-03-22
BETWEEN TWO KINGDOMS,Suleika Jaouad,Random House,"The writer of the New York Times column “Life, Interrupted” chronicles her fight with cancer and an impactful road trip.",True,4.0,0399588582,https://storage.googleapis.com/du-prd/books/images/9780399588587.jpg,2022-03-22
ONE DAMN THING AFTER ANOTHER,William P. Barr,Morrow,The former attorney general for George H.W. Bush and Donald Trump gives his account of those two tenures.,True,2.0,0063158604,https://storage.googleapis.com/du-prd/books/images/9780063158603.jpg,2022-03-29
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,82.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2022-03-29
LESSONS FROM THE EDGE,Marie Yovanovitch,Mariner,The former U.S. ambassador to Ukraine chronicles her career in the post-Soviet world and her testimony during the first impeachment of President Trump.,True,,0358457548,https://storage.googleapis.com/du-prd/books/images/9780358457541.jpg,2022-03-29
IN LOVE,Amy Bloom,Random House,"After her husband’s Alzheimer’s diagnosis, the author travels with him to Dignitas, a prominent Swiss right-to-die organization.",True,2.0,0593243943,https://storage.googleapis.com/du-prd/books/images/9780593243947.jpg,2022-03-29
THE SPLENDID AND THE VILE,Erik Larson,Crown,An examination of the leadership of the prime minister Winston Churchill.,True,38.0,0385348711,https://storage.googleapis.com/du-prd/books/images/9780385348713.jpg,2022-03-29
CRYING IN H MART,Michelle Zauner,Knopf,"The daughter of a Korean mother and Jewish-American father, and leader of the indie rock project Japanese Breakfast, describes creating her own identity after losing her mother to cancer.",True,25.0,0525657746,https://storage.googleapis.com/du-prd/books/images/9780525657743.jpg,2022-03-29
